SCRUB_ITEM,weekday,year,UNIT_QTY
49,1,2020,2.0
49,2,2020,1.0
49,3,2020,4.0
49,4,2020,4.0
49,5,2020,8.0
49,6,2020,9.0
49,7,2020,9.0
49,8,2020,7.0
49,9,2020,3.0
49,10,2020,3.0
49,11,2020,4.0
49,12,2020,4.0
49,13,2020,2.0
49,14,2020,4.0
49,16,2020,2.0
49,17,2020,5.0
49,18,2020,3.0
49,19,2020,7.0
49,20,2020,4.0
49,26,2020,7.0
49,28,2020,3.0
49,29,2020,4.0
49,30,2020,7.0
49,31,2020,1.0
49,32,2020,3.0
49,33,2020,3.0
49,38,2020,2.0
49,40,2020,7.0
49,41,2020,5.0
49,42,2020,16.0
49,47,2020,23.0
49,49,2020,7.0
49,50,2020,22.0
49,51,2020,10.0
49,52,2020,11.0
49,53,2020,11.0
49,1,2021,13.0
49,2,2021,13.0
49,3,2021,16.0
49,4,2021,8.0
49,5,2021,7.0
49,6,2021,1.0
49,7,2021,2.0
49,8,2021,11.0
49,9,2021,5.0
49,10,2021,8.0
49,11,2021,3.0
49,12,2021,9.0
49,13,2021,2.0
49,14,2021,8.0
49,15,2021,3.0
58,1,2018,1.0
58,8,2018,1.0
58,10,2018,1.0
58,11,2018,2.0
58,12,2018,1.0
58,18,2018,1.0
58,33,2018,2.0
58,34,2018,1.0
58,35,2018,3.0
58,36,2018,5.0
58,37,2018,1.0
58,38,2018,1.0
58,42,2018,1.0
58,44,2018,1.0
58,48,2018,5.0
58,50,2018,2.0
58,51,2018,1.0
58,1,2019,4.0
58,8,2019,1.0
58,13,2019,6.0
58,14,2019,8.0
58,15,2019,10.0
58,16,2019,9.0
58,17,2019,1.0
58,18,2019,5.0
58,19,2019,3.0
58,23,2019,4.0
58,25,2019,2.0
58,34,2019,3.0
58,35,2019,5.0
58,36,2019,6.0
58,37,2019,2.0
58,38,2019,9.0
58,39,2019,9.0
58,40,2019,9.0
58,41,2019,9.0
58,42,2019,12.0
58,43,2019,8.0
58,44,2019,10.0
58,45,2019,5.0
58,46,2019,2.0
58,47,2019,1.0
58,48,2019,14.0
58,49,2019,29.0
58,50,2019,7.0
58,51,2019,6.0
58,52,2019,3.0
58,1,2020,1.0
58,2,2020,0.0
58,3,2020,2.0
58,5,2020,2.0
58,6,2020,3.0
58,7,2020,1.0
58,8,2020,10.0
58,9,2020,7.0
58,10,2020,4.0
58,11,2020,10.0
58,12,2020,25.0
58,13,2020,47.0
58,14,2020,67.0
58,15,2020,71.0
58,16,2020,39.0
58,17,2020,14.0
58,18,2020,-1.0
58,20,2020,0.0
58,21,2020,-1.0
58,24,2020,-1.0
58,26,2020,10.0
58,27,2020,36.0
58,28,2020,21.0
58,29,2020,3.0
58,30,2020,6.0
58,31,2020,3.0
58,32,2020,12.0
58,33,2020,14.0
58,34,2020,22.0
58,35,2020,10.0
58,36,2020,17.0
58,37,2020,1.0
58,38,2020,1.0
58,39,2020,5.0
58,40,2020,-1.0
58,41,2020,5.0
58,42,2020,1.0
58,43,2020,5.0
58,44,2020,13.0
58,45,2020,10.0
58,46,2020,10.0
58,47,2020,3.0
58,48,2020,3.0
58,49,2020,12.0
58,50,2020,12.0
58,51,2020,9.0
58,53,2020,1.0
58,13,2021,2.0
58,14,2021,31.0
58,15,2021,29.0
58,16,2021,86.0
58,17,2021,16.0
58,18,2021,123.0
58,19,2021,60.0
58,20,2021,59.0
58,21,2021,9.0
58,22,2021,-6.0
58,23,2021,-1.0
58,24,2021,48.0
58,25,2021,57.0
58,26,2021,24.0
58,27,2021,96.0
58,28,2021,65.0
58,29,2021,9.0
58,30,2021,9.0
58,31,2021,8.0
69,1,2018,9.0
69,2,2018,4.0
69,3,2018,6.0
69,4,2018,7.0
69,5,2018,6.0
69,6,2018,9.0
69,7,2018,21.0
69,8,2018,59.0
69,9,2018,51.0
69,10,2018,52.0
69,11,2018,37.0
69,12,2018,37.0
69,13,2018,45.0
69,14,2018,89.0
69,15,2018,53.0
69,16,2018,58.0
69,17,2018,80.0
69,18,2018,76.0
69,19,2018,86.0
69,20,2018,55.0
69,21,2018,75.0
69,22,2018,45.0
69,23,2018,37.0
69,24,2018,26.0
69,25,2018,20.0
69,26,2018,18.0
69,27,2018,19.0
69,28,2018,25.0
69,29,2018,30.0
69,30,2018,29.0
69,32,2018,25.0
69,33,2018,24.0
69,34,2018,36.0
69,35,2018,42.0
69,36,2018,7.0
69,39,2018,0.0
69,40,2018,0.0
69,44,2018,-4.0
69,46,2018,6.0
69,47,2018,2.0
69,48,2018,18.0
69,49,2018,16.0
69,50,2018,19.0
69,51,2018,6.0
69,52,2018,4.0
69,1,2019,8.0
69,2,2019,12.0
69,3,2019,5.0
69,4,2019,7.0
69,5,2019,15.0
69,6,2019,17.0
69,7,2019,6.0
69,8,2019,6.0
69,9,2019,8.0
69,10,2019,6.0
69,11,2019,11.0
69,12,2019,19.0
69,13,2019,12.0
69,14,2019,15.0
69,15,2019,53.0
69,16,2019,61.0
69,17,2019,44.0
69,18,2019,61.0
69,19,2019,-2.0
69,22,2019,15.0
69,23,2019,60.0
69,24,2019,51.0
69,25,2019,31.0
69,26,2019,27.0
69,27,2019,34.0
69,28,2019,40.0
69,29,2019,23.0
69,30,2019,15.0
69,31,2019,28.0
69,32,2019,28.0
69,33,2019,13.0
69,34,2019,26.0
69,35,2019,17.0
69,36,2019,20.0
69,37,2019,8.0
69,38,2019,2.0
69,39,2019,8.0
69,40,2019,20.0
69,41,2019,6.0
69,42,2019,4.0
69,43,2019,6.0
69,44,2019,8.0
69,45,2019,6.0
69,46,2019,8.0
69,47,2019,13.0
69,48,2019,3.0
69,49,2019,12.0
69,50,2019,9.0
69,51,2019,6.0
69,52,2019,6.0
69,1,2020,-1.0
69,2,2020,4.0
69,3,2020,9.0
69,4,2020,1.0
69,5,2020,7.0
69,6,2020,3.0
69,7,2020,3.0
69,8,2020,3.0
69,9,2020,26.0
69,10,2020,32.0
69,11,2020,28.0
69,12,2020,23.0
69,13,2020,32.0
69,14,2020,177.0
69,15,2020,276.0
69,16,2020,125.0
69,17,2020,107.0
69,18,2020,109.0
69,19,2020,60.0
69,20,2020,51.0
69,21,2020,46.0
69,22,2020,-2.0
69,23,2020,13.0
69,24,2020,31.0
69,25,2020,33.0
69,26,2020,45.0
69,27,2020,30.0
69,28,2020,30.0
69,29,2020,22.0
69,30,2020,22.0
69,31,2020,11.0
69,32,2020,16.0
69,33,2020,11.0
69,34,2020,6.0
69,35,2020,23.0
69,36,2020,23.0
69,37,2020,11.0
69,38,2020,15.0
69,39,2020,14.0
69,40,2020,4.0
69,41,2020,9.0
69,42,2020,7.0
69,43,2020,5.0
69,44,2020,11.0
69,45,2020,10.0
69,46,2020,1.0
69,47,2020,10.0
69,48,2020,14.0
69,49,2020,15.0
69,50,2020,11.0
69,51,2020,13.0
69,52,2020,7.0
69,53,2020,2.0
69,1,2021,9.0
69,2,2021,4.0
69,3,2021,1.0
69,4,2021,4.0
69,5,2021,12.0
69,6,2021,7.0
69,7,2021,2.0
69,8,2021,8.0
69,9,2021,6.0
69,10,2021,17.0
69,11,2021,17.0
69,12,2021,30.0
69,13,2021,39.0
69,14,2021,86.0
69,15,2021,59.0
69,16,2021,49.0
69,17,2021,49.0
69,18,2021,80.0
69,19,2021,87.0
69,20,2021,105.0
69,21,2021,41.0
69,22,2021,68.0
69,23,2021,17.0
69,24,2021,-5.0
69,27,2021,12.0
69,28,2021,4.0
69,29,2021,12.0
69,30,2021,18.0
69,31,2021,2.0
71,1,2018,7.0
71,2,2018,8.0
71,3,2018,4.0
71,6,2018,1.0
71,12,2018,1.0
71,13,2018,1.0
71,30,2018,1.0
71,35,2018,1.0
71,37,2018,2.0
71,39,2018,2.0
71,40,2018,2.0
71,41,2018,1.0
71,42,2018,1.0
71,43,2018,1.0
71,44,2018,1.0
71,45,2018,2.0
71,1,2019,2.0
71,35,2019,1.0
71,38,2019,1.0
71,43,2019,3.0
71,44,2019,4.0
71,45,2019,9.0
71,46,2019,11.0
71,47,2019,5.0
71,48,2019,4.0
71,49,2019,6.0
71,50,2019,7.0
71,51,2019,11.0
71,52,2019,5.0
71,2,2020,1.0
71,3,2020,2.0
71,5,2020,1.0
71,7,2020,2.0
71,8,2020,2.0
71,17,2020,1.0
71,19,2020,1.0
71,20,2020,2.0
71,29,2020,1.0
71,47,2020,11.0
71,48,2020,20.0
71,49,2020,27.0
71,50,2020,13.0
71,51,2020,13.0
71,52,2020,6.0
71,53,2020,6.0
71,1,2021,4.0
71,2,2021,6.0
71,3,2021,6.0
71,4,2021,1.0
71,5,2021,4.0
71,6,2021,11.0
71,7,2021,16.0
71,8,2021,4.0
71,9,2021,1.0
71,10,2021,1.0
71,11,2021,1.0
71,12,2021,1.0
71,15,2021,1.0
71,17,2021,2.0
71,20,2021,1.0
71,25,2021,2.0
71,30,2021,2.0
71,31,2021,1.0
75,1,2018,12.0
75,2,2018,9.0
75,3,2018,2.0
75,4,2018,7.0
75,5,2018,2.0
75,6,2018,16.0
75,7,2018,13.0
75,8,2018,12.0
75,9,2018,14.0
75,10,2018,6.0
75,12,2018,2.0
75,13,2018,2.0
75,14,2018,2.0
75,15,2018,3.0
75,17,2018,1.0
75,18,2018,1.0
75,24,2018,2.0
75,26,2018,3.0
75,29,2018,1.0
75,30,2018,2.0
75,31,2018,2.0
75,32,2018,0.0
75,35,2018,3.0
75,36,2018,3.0
75,38,2018,1.0
75,39,2018,5.0
75,40,2018,12.0
75,41,2018,8.0
75,42,2018,12.0
75,43,2018,3.0
75,44,2018,8.0
75,45,2018,17.0
75,46,2018,22.0
75,47,2018,38.0
75,48,2018,89.0
75,49,2018,53.0
75,50,2018,34.0
75,51,2018,1.0
75,1,2019,11.0
75,2,2019,13.0
75,3,2019,14.0
75,4,2019,24.0
75,5,2019,23.0
75,6,2019,15.0
75,7,2019,17.0
75,8,2019,13.0
75,9,2019,7.0
75,10,2019,1.0
75,11,2019,10.0
75,12,2019,9.0
75,13,2019,-2.0
75,14,2019,0.0
75,30,2019,1.0
75,31,2019,4.0
75,32,2019,1.0
75,33,2019,2.0
75,35,2019,1.0
75,36,2019,1.0
75,37,2019,1.0
75,38,2019,3.0
75,39,2019,2.0
75,40,2019,3.0
75,41,2019,5.0
75,42,2019,4.0
75,43,2019,1.0
75,44,2019,1.0
75,45,2019,3.0
75,46,2019,2.0
75,47,2019,3.0
75,48,2019,7.0
75,49,2019,10.0
75,50,2019,3.0
75,51,2019,5.0
75,52,2019,6.0
75,1,2020,1.0
75,2,2020,1.0
75,3,2020,8.0
75,4,2020,7.0
75,5,2020,11.0
75,6,2020,3.0
75,7,2020,6.0
75,8,2020,6.0
75,9,2020,8.0
75,10,2020,3.0
75,11,2020,2.0
75,13,2020,1.0
75,23,2020,1.0
75,24,2020,1.0
75,25,2020,1.0
75,26,2020,1.0
75,27,2020,1.0
75,28,2020,1.0
75,29,2020,1.0
75,31,2020,1.0
75,32,2020,3.0
75,33,2020,1.0
75,34,2020,3.0
75,35,2020,1.0
75,36,2020,4.0
75,37,2020,10.0
75,38,2020,6.0
75,39,2020,16.0
75,40,2020,2.0
75,41,2020,6.0
75,42,2020,13.0
75,43,2020,4.0
75,44,2020,2.0
75,45,2020,2.0
75,46,2020,5.0
75,47,2020,2.0
75,48,2020,2.0
75,49,2020,2.0
75,50,2020,2.0
75,51,2020,2.0
75,52,2020,1.0
75,53,2020,3.0
75,1,2021,2.0
75,3,2021,9.0
75,4,2021,5.0
75,5,2021,0.0
75,6,2021,-1.0
75,8,2021,2.0
75,9,2021,8.0
75,10,2021,6.0
75,11,2021,7.0
75,12,2021,5.0
75,13,2021,1.0
75,14,2021,1.0
75,16,2021,1.0
75,17,2021,1.0
75,19,2021,1.0
75,22,2021,3.0
75,24,2021,1.0
75,27,2021,1.0
75,28,2021,4.0
75,31,2021,2.0
81,1,2018,2.0
81,2,2018,1.0
81,4,2018,2.0
81,5,2018,1.0
81,17,2018,1.0
81,23,2018,1.0
81,42,2018,1.0
81,45,2018,5.0
81,46,2018,20.0
81,47,2018,19.0
81,48,2018,1.0
81,49,2018,4.0
81,50,2018,1.0
81,1,2019,1.0
81,6,2019,1.0
81,7,2019,1.0
81,39,2019,1.0
81,40,2019,1.0
81,41,2019,2.0
81,42,2019,5.0
81,43,2019,1.0
81,44,2019,5.0
81,45,2019,2.0
81,48,2019,4.0
81,50,2019,1.0
81,51,2019,1.0
81,13,2020,-1.0
81,16,2020,1.0
81,18,2020,1.0
81,27,2020,1.0
81,38,2020,2.0
81,39,2020,2.0
81,40,2020,1.0
81,41,2020,1.0
81,44,2020,5.0
81,45,2020,2.0
81,46,2020,3.0
81,47,2020,2.0
81,48,2020,2.0
81,49,2020,2.0
81,50,2020,6.0
81,51,2020,3.0
81,52,2020,2.0
81,53,2020,71.0
81,1,2021,72.0
81,2,2021,29.0
81,4,2021,2.0
81,5,2021,2.0
81,6,2021,2.0
81,7,2021,10.0
81,8,2021,6.0
81,9,2021,3.0
81,11,2021,2.0
81,15,2021,1.0
81,17,2021,2.0
88,1,2018,12.0
88,2,2018,11.0
88,3,2018,11.0
88,4,2018,6.0
88,5,2018,1.0
88,11,2018,1.0
88,15,2018,2.0
88,42,2018,4.0
88,43,2018,3.0
88,44,2018,3.0
88,45,2018,4.0
88,46,2018,12.0
88,47,2018,6.0
88,48,2018,7.0
88,49,2018,14.0
88,50,2018,17.0
88,51,2018,8.0
88,52,2018,3.0
88,1,2019,5.0
88,2,2019,6.0
88,3,2019,3.0
88,4,2019,2.0
88,5,2019,6.0
88,6,2019,3.0
88,7,2019,1.0
88,9,2019,1.0
88,19,2019,1.0
88,22,2019,1.0
88,40,2019,1.0
88,41,2019,2.0
88,42,2019,2.0
88,43,2019,2.0
88,44,2019,1.0
88,45,2019,6.0
88,46,2019,8.0
88,47,2019,10.0
88,48,2019,4.0
88,49,2019,23.0
88,50,2019,23.0
88,51,2019,12.0
88,52,2019,12.0
88,1,2020,-1.0
88,2,2020,1.0
88,6,2020,1.0
88,13,2020,1.0
88,20,2020,1.0
88,38,2020,2.0
88,39,2020,3.0
88,40,2020,2.0
88,41,2020,2.0
88,42,2020,5.0
88,43,2020,5.0
88,44,2020,20.0
88,45,2020,47.0
88,46,2020,43.0
88,47,2020,60.0
88,48,2020,66.0
88,49,2020,71.0
88,50,2020,51.0
88,51,2020,73.0
89,1,2018,1.0
89,2,2018,2.0
89,6,2018,6.0
89,7,2018,3.0
89,8,2018,11.0
89,9,2018,11.0
89,10,2018,2.0
89,11,2018,9.0
89,12,2018,4.0
89,13,2018,4.0
89,14,2018,1.0
89,15,2018,6.0
89,16,2018,6.0
89,17,2018,6.0
89,18,2018,4.0
89,22,2018,1.0
89,23,2018,4.0
89,25,2018,2.0
89,26,2018,2.0
89,27,2018,4.0
89,28,2018,12.0
89,29,2018,4.0
89,30,2018,9.0
89,31,2018,6.0
89,32,2018,9.0
89,33,2018,1.0
89,34,2018,7.0
89,36,2018,0.0
89,38,2018,3.0
89,39,2018,3.0
89,42,2018,1.0
89,43,2018,1.0
89,44,2018,2.0
89,45,2018,10.0
89,46,2018,4.0
89,51,2018,1.0
89,52,2018,2.0
89,2,2019,3.0
89,3,2019,3.0
89,4,2019,6.0
89,5,2019,5.0
89,6,2019,4.0
89,7,2019,5.0
89,8,2019,3.0
89,9,2019,9.0
89,10,2019,6.0
89,11,2019,10.0
89,12,2019,15.0
89,13,2019,15.0
89,14,2019,7.0
89,15,2019,12.0
89,16,2019,13.0
89,17,2019,11.0
89,18,2019,14.0
89,19,2019,9.0
89,20,2019,27.0
89,21,2019,23.0
89,22,2019,51.0
89,23,2019,26.0
89,24,2019,53.0
89,25,2019,14.0
89,26,2019,23.0
89,27,2019,27.0
89,28,2019,47.0
89,29,2019,22.0
89,30,2019,15.0
89,31,2019,28.0
89,32,2019,30.0
89,33,2019,16.0
89,34,2019,35.0
89,35,2019,26.0
89,36,2019,33.0
89,37,2019,14.0
89,38,2019,6.0
89,39,2019,9.0
89,40,2019,8.0
89,41,2019,10.0
89,42,2019,5.0
89,43,2019,2.0
89,44,2019,2.0
89,45,2019,5.0
89,46,2019,1.0
89,47,2019,4.0
89,48,2019,2.0
89,49,2019,9.0
89,50,2019,7.0
89,51,2019,10.0
89,52,2019,5.0
89,1,2020,2.0
89,3,2020,3.0
89,4,2020,1.0
89,5,2020,4.0
89,6,2020,6.0
89,7,2020,6.0
89,8,2020,5.0
89,9,2020,10.0
89,10,2020,9.0
89,11,2020,11.0
89,12,2020,6.0
89,13,2020,0.0
89,14,2020,15.0
89,15,2020,32.0
89,16,2020,6.0
89,17,2020,13.0
89,18,2020,25.0
89,19,2020,14.0
89,20,2020,18.0
89,21,2020,15.0
89,22,2020,29.0
89,23,2020,17.0
89,24,2020,14.0
89,25,2020,16.0
89,26,2020,17.0
89,27,2020,3.0
89,28,2020,4.0
89,29,2020,6.0
89,30,2020,1.0
89,31,2020,7.0
89,32,2020,8.0
89,33,2020,5.0
89,34,2020,1.0
89,35,2020,5.0
89,36,2020,4.0
89,37,2020,2.0
89,38,2020,6.0
89,39,2020,1.0
89,40,2020,4.0
89,41,2020,4.0
89,42,2020,1.0
89,43,2020,7.0
89,44,2020,1.0
89,45,2020,4.0
89,46,2020,3.0
89,47,2020,1.0
89,49,2020,2.0
89,50,2020,2.0
89,51,2020,6.0
89,52,2020,-1.0
89,53,2020,3.0
89,1,2021,5.0
89,3,2021,5.0
89,4,2021,3.0
89,5,2021,9.0
89,6,2021,14.0
89,7,2021,3.0
89,8,2021,1.0
89,9,2021,4.0
89,10,2021,28.0
89,11,2021,18.0
89,12,2021,10.0
89,13,2021,40.0
89,14,2021,29.0
89,15,2021,22.0
89,16,2021,16.0
89,17,2021,24.0
89,18,2021,20.0
89,19,2021,26.0
89,20,2021,33.0
89,21,2021,14.0
89,22,2021,47.0
89,23,2021,15.0
89,24,2021,-1.0
92,1,2018,2.0
92,4,2018,2.0
92,7,2018,1.0
92,19,2018,1.0
92,20,2018,1.0
92,39,2020,1.0
